resource_callsign,callsign_type,incident_number,call_time,revised_incident_type,assigned_time,mobile_time,on_scene_time,available_time,callsign_station,alias_1,initial_incident_type,initial_role,final_role,actual_role,riders,assign_order,mob_reason,lat,long,details,classification,geometry,pixel_value,suitability_or,suitability,suitability2
E065,BRV,FW002467-13012023,2023-01-13 17:15:10.923,RTC,2023-01-13 17:18:57.783,2023-01-13 17:19:26.910,2023-01-13 17:25:48.780,2023-01-13 17:52:17.157,Fallings Park,E06,RTC,,PUMPING,Pumping,3,3,Initial Response,52.6202609602477,-2.12743167646006,"*COA FROM ELSTON HALL LANE, BUSHBURY* SMALL LORRY WITH SMOKE COMING FROM FOLLOWING COLLISION WITH BOLLARD JUNC BUSHBURY LANE NEAR PRIMARY SCHOOL",Class 2,POINT (391469.6275919033 302505.2680868533),0.54739594,3.78,3.78,0.7318840535892406
D081,PRL,FW002468-13012023,2023-01-13 17:14:43.603,SSC,2023-01-13 17:17:04.713,2023-01-13 17:18:42.157,2023-01-13 17:23:41.780,2023-01-13 17:40:46.270,West Bromwich,D08,SPILLAGE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5375240592663,-2.01175116915536,NEXT DOOR TO THIS ADDRESS VAN LEAKING PETROL ONTO THE MAIN ROAD  FULL TANK  risk based crewing 4,Class 4,POINT (399299.6475434595 293294.2998322275),0.7464443,3.91,3.91,0.7789855444914553
C079,BSV,FW002469-13012023,2023-01-13 17:21:20.293,SSC,2023-01-13 17:36:14.623,2023-01-13 17:55:53.053,2023-01-13 17:55:54.780,2023-01-13 18:12:20.577,Ladywood,C07,FS ISSUE,,BSV,BSV,1,2,Initial Response,52.4510573111172,-1.97716339402473,BACK DOOR TO THE BLOCK OF FLATS IS NOT WORKING 24 HOURS REPAIR LINE NUMBER FOR BHAM CITY COUNCIL GIVEN TO CALLER TO REPORT TO COUNCIL OFF WEST BOULEVARD,Class 1,POINT (401648.59371499886 283676.347303893),0.5733033,3.51,3.51,0.6340579732053797
C095,BRV,FW002472-13012023,2023-01-13 17:51:45.263,SSC,2023-01-13 17:52:54.013,2023-01-13 17:54:32.773,2023-01-13 17:59:20.800,2023-01-13 18:21:19.307,Hay Mills,C09,CARBON MONOXIDE,,PUMPING,Pumping,2,1,Initial Response,52.4551877655427,-1.84825063990603,OCCUPIER FEELS WELL NO GAS APPLIANCES OTHER THAN THE BOILER ALARM ACTUATING,Class 1,POINT (410408.63489083195 284146.3868710493),0.6888462,2.49,2.49,0.2644927614477848
A071,PRL,FW002474-13012023,2023-01-13 17:58:14.040,FDR,2023-01-13 17:59:13.133,2023-01-13 17:59:52.560,2023-01-13 18:04:30.783,2023-01-13 18:40:55.297,Handsworth,A07,LOW RISE FIRE,,PUMPING,Pumping,5,1,Initial Response,52.5163024218495,-1.92421216538217,FIRE IN FLAT  2 FLOORS IN FLAT 1 WOMAN AND 9 YEAR OLD CHILD NEAR TO SELBOURNE ROAD CARDBOARD BOX ON FIRE   ,Class 4,POINT (405239.65618300834 290936.31555555295),0.6883553,4.07,4.07,0.8369565902825942
A075,BRV,FW002474-13012023,2023-01-13 17:58:14.040,FDR,2023-01-13 17:59:13.133,2023-01-13 18:01:22.480,2023-01-13 18:05:43.557,2023-01-13 18:07:28.267,Handsworth,A07,LOW RISE FIRE,,PUMPING,Pumping,3,2,Initial Response,52.5163024218495,-1.92421216538217,FIRE IN FLAT  2 FLOORS IN FLAT 1 WOMAN AND 9 YEAR OLD CHILD NEAR TO SELBOURNE ROAD CARDBOARD BOX ON FIRE   ,Class 2,POINT (405239.65618300834 290936.31555555295),0.6883553,4.07,4.07,0.8369565902825942
C085,BRV,FW002475-13012023,2023-01-13 18:00:08.947,FAG,2023-01-13 18:01:15.103,2023-01-13 18:02:53.900,2023-01-13 18:10:59.633,2023-01-13 18:34:29.147,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4253668879782,-1.92122060122851,FIRE ON A BUILDING WORKSITE  NOW GETTING OUT OF CONTROL,Class 2,POINT (405453.58310390095 280821.3923017944),0.6884568,3.82,3.82,0.7463767934411394
B041,PRL,FW002477-13012023,2023-01-13 18:04:59.113,FDR,2023-01-13 18:06:47.457,2023-01-13 18:07:47.597,2023-01-13 18:13:58.480,2023-01-13 18:43:02.780,Canley,B04,LOW RISE FIRE,,PUMPING,Pumping,5,1,Initial Response,52.4016856033816,-1.59762621568174,ALARM IS ACTUATING  COOKER WAS ON  CALLER HAS HAD A SEIZURE BUT IS NOW OUT OF THE PROPERTY GROUND FLOOR FLAT  2 STOREY BLOCK OF FLATS,Class 4,POINT (427472.38756040466 278260.23419344315),0.2221592,3.12,3.12,0.49275358688227877
B031,PRL,FW002477-13012023,2023-01-13 18:04:59.113,FDR,2023-01-13 18:06:47.470,2023-01-13 18:07:21.887,2023-01-13 18:19:15.217,2023-01-13 18:19:46.863,Coventry,B03,LOW RISE FIRE,,PUMPING,Pumping,5,2,Initial Response,52.4016856033816,-1.59762621568174,ALARM IS ACTUATING  COOKER WAS ON  CALLER HAS HAD A SEIZURE BUT IS NOW OUT OF THE PROPERTY GROUND FLOOR FLAT  2 STOREY BLOCK OF FLATS,Class 4,POINT (427472.38756040466 278260.23419344315),0.2221592,3.12,3.12,0.49275358688227877
D081,PRL,FW002478-13012023,2023-01-13 18:05:24.993,SSC,2023-01-13 18:08:09.393,2023-01-13 18:09:07.103,2023-01-13 18:15:37.677,2023-01-13 20:32:29.933,West Bromwich,D08,STRUCTURE IN DANGEROUS CONDITION,,PUMPING,Pumping,5,1,Initial Response,52.5141146831366,-2.00841456054442,*MAKE HP 1* SCAFFOLDING BOWING WITH THE WEIGHT OF ROOF TILES  OVER PUBLIC FOOTPATH  5 STAR BUILDERS,Class 4,POINT (399525.6015474098 290690.30007630534),0.764401,2.84,2.84,0.39130432153544326
D071,PRL,FW002485-13012023,2023-01-13 18:20:15.567,FAG,2023-01-13 18:24:13.933,2023-01-13 18:25:50.383,2023-01-13 18:32:45.233,2023-01-13 18:40:26.120,Tipton,D07,FIRE,,PUMPING,Pumping,5,2,Initial Response,52.5333081000481,-1.99105235930755,CALLER CAN SEE A FIRE FROM BEDROOM COULD BE HOUSE/ FRONT GARDEN / CAR CALLER AT 20 VOWLES ROAD SAYS IT IS NEAR TO WESTLEY COURT,Class 4,POINT (400703.64023534424 292825.2891941021),0.7417041,3.5,3.5,0.6304347882424051
C031,PRL,FW002485-13012023,2023-01-13 18:20:15.567,FAG,2023-01-13 18:24:13.947,2023-01-13 18:24:58.820,2023-01-13 18:36:53.930,2023-01-13 18:39:33.997,Smethwick,C03,FIRE,,PUMPING,Pumping,5,3,Initial Response,52.5333081000481,-1.99105235930755,CALLER CAN SEE A FIRE FROM BEDROOM COULD BE HOUSE/ FRONT GARDEN / CAR CALLER AT 20 VOWLES ROAD SAYS IT IS NEAR TO WESTLEY COURT,Class 4,POINT (400703.64023534424 292825.2891941021),0.7417041,3.5,3.5,0.6304347882424051
D085,BRV,FW002485-13012023,2023-01-13 18:20:15.567,FAG,2023-01-13 18:24:13.917,2023-01-13 18:25:48.300,2023-01-13 18:28:39.890,2023-01-13 18:45:13.307,West Bromwich,D08,FIRE,,PUMPING,Pumping,2,1,Initial Response,52.5333081000481,-1.99105235930755,CALLER CAN SEE A FIRE FROM BEDROOM COULD BE HOUSE/ FRONT GARDEN / CAR CALLER AT 20 VOWLES ROAD SAYS IT IS NEAR TO WESTLEY COURT,Class 1,POINT (400703.64023534424 292825.2891941021),0.7417041,3.5,3.5,0.6304347882424051
B055,BRV,FW002491-13012023,2023-01-13 18:43:31.577,FAE,2023-01-13 18:52:17.597,2023-01-13 18:53:12.420,2023-01-13 19:03:24.533,2023-01-13 19:07:10.693,Foleshill,B05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.4156011198563,-1.50487229207,HI ALARM FAULT  LIGHTS ON THE ALARM UNDER THE PILLOW FAULT WITH BOX OR ALARM  ,Class 2,POINT (433772.42580470804 279847.1376198385),0.83417284,2.1,2.1,0.12318837512468384
B065,BRV,FW002494-13012023,2023-01-13 18:56:50.473,RTC,2023-01-13 18:58:19.570,2023-01-13 18:58:46.233,2023-01-13 19:04:12.067,2023-01-13 19:40:03.107,Binley,B06,RTC,,PUMPING,Pumping,3,1,Initial Response,52.425393058832,-1.47401230596425,"risk based crewing 3 road traffic Collison  VAN V WALL MAKE SAFE ONLY NO ONE TRAPPED OR INJURED ambulance English word log - to log something, make a log of something: 4722 police in attendance English word log - to log something, make a log of something:3325",Class 2,POINT (435863.4668343816 280951.0599130821),0.71620876,3.51,3.51,0.6340579732053797
C095,BRV,FW002497-13012023,2023-01-13 19:43:26.370,FAG,2023-01-13 19:45:51.540,2023-01-13 19:48:45.907,2023-01-13 19:55:57.010,2023-01-13 20:04:40.983,Hay Mills,C09,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4690530679793,-1.77152413302304,SMALL FIRE AT THE REAR OF PROPERTY IN THE MIDDLE OF THE GRASSY AREA BY BLOCK 140,Class 2,POINT (415617.58163816127 285702.3821840736),0.4313359,2.64,2.64,0.318840622275949
D051,PRL,FW002500-13012023,2023-01-13 19:59:20.007,FAE,2023-01-13 20:01:16.027,2023-01-13 20:02:48.087,2023-01-13 20:08:44.467,2023-01-13 20:17:51.337,Stourbridge,D05,SMOKE DETECTOR,,PUMPING,Pumping,5,3,Initial Response,52.4714396807274,-2.06511239024037,7TH FLOOR FLAT   WATER APPEARS TO BE COMING FROM UPSTAIRS  NO SIGN OF SMOKE OR FIRE,Class 4,POINT (395673.61361579923 285945.30956862966),0.68238634,3.61,3.61,0.6702898228351268
D031,PRL,FW002500-13012023,2023-01-13 19:59:20.007,FAE,2023-01-13 20:01:16.010,2023-01-13 20:02:16.117,2023-01-13 20:03:58.203,2023-01-13 20:24:18.843,Haden Cross,D03,SMOKE DETECTOR,,PUMPING,Pumping,5,2,Initial Response,52.4714396807274,-2.06511239024037,7TH FLOOR FLAT   WATER APPEARS TO BE COMING FROM UPSTAIRS  NO SIGN OF SMOKE OR FIRE,Class 4,POINT (395673.61361579923 285945.30956862966),0.68238634,3.61,3.61,0.6702898228351268
D035,BRV,FW002500-13012023,2023-01-13 19:59:20.007,FAE,2023-01-13 20:01:15.997,2023-01-13 20:02:29.757,2023-01-13 20:05:49.157,2023-01-13 20:40:06.423,Haden Cross,D03,SMOKE DETECTOR,,PUMPING,Pumping,3,1,Initial Response,52.4714396807274,-2.06511239024037,7TH FLOOR FLAT   WATER APPEARS TO BE COMING FROM UPSTAIRS  NO SIGN OF SMOKE OR FIRE,Class 2,POINT (395673.61361579923 285945.30956862966),0.68238634,3.61,3.61,0.6702898228351268
C065,BRV,FW002501-13012023,2023-01-13 20:02:46.550,SEC,2023-01-13 20:04:58.697,2023-01-13 20:06:21.940,2023-01-13 20:22:05.267,2023-01-13 20:32:31.180,Northfield,C06,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.397579547641,-1.95864351650208,FIRE IN THE WOODED AREA ON WEST HEATH PARK,Class 2,POINT (402910.49036448204 277728.363843546),0.6262349,--,--,0.5199768343213695
A025,BRV,FW002502-13012023,2023-01-13 20:09:05.757,FAG,2023-01-13 20:10:57.513,2023-01-13 20:12:20.953,2023-01-13 20:14:51.610,2023-01-13 20:27:39.267,Aston,A02,CARBON MONOXIDE,,PUMPING,Pumping,3,1,Initial Response,52.5081462243298,-1.90815189068924,DETECTOR SOUNDING NOW  HAS HAPPENED BEFORE   ,Class 2,POINT (406330.6680864323 290030.3426747958),0.9693417,3.23,3.23,0.5326087078585442
D021,PRL,FW002507-13012023,2023-01-13 20:30:00.957,SEC,2023-01-13 20:32:12.967,2023-01-13 20:33:21.740,2023-01-13 20:35:45.823,2023-01-13 20:51:36.443,Brierley Hill,D02,SECONDARY FIRE,,PUMPING,Pumping,5,1,Initial Response,52.4792710054966,-2.12080963736035,BIN STORE AREA  IN FRONT OF FLATS - CHAPEL COURT,Class 4,POINT (391891.5884966807 286821.387103639),0.66366816,3.6,3.6,0.6666666378721522
A031,PRL,FW002509-13012023,2023-01-13 20:45:30.817,SSC,2023-01-13 20:46:31.030,2023-01-13 20:46:35.730,2023-01-13 20:46:36.323,2023-01-13 21:17:03.727,Sutton Coldfield,A03,SSC,PRL,PRL,Pumping,5,1,Initial Response,52.5686510240397,-1.82336870721064,RING ON FINGER,Class 4,POINT (412068.5413957628 296771.2784474777),0.30305815,3.24,3.24,0.5362318928215188
C081,PRL,FW002510-13012023,2023-01-13 20:57:46.347,FAE,2023-01-13 21:00:27.233,2023-01-13 21:01:33.470,2023-01-13 21:03:16.020,2023-01-13 21:10:49.713,Billesley,C08,SMOKE DETECTOR,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.4290671556159,-1.85909111692694,SMOKE DETECTOR ACTIVATED BUT HAS NOW STOPPED  NO SIGNS OF SMOKE OR FIRE  IT DID RING CONTINUOUSLY,Class 4,POINT (409677.58634109225 281239.40445494617),0.34877852,2.75,2.75,0.3586956568686709
C095,BRV,FW002511-13012023,2023-01-13 21:11:13.417,SEC,2023-01-13 21:12:32.383,2023-01-13 21:14:22.487,2023-01-13 21:17:31.577,2023-01-13 21:24:31.247,Hay Mills,C09,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4654988600604,-1.85508914740987,*RBC3* BEST ACCESS TENNYSON ROAD   BIN FIRE IN THE PARK,Class 2,POINT (409941.6559655465 285292.39275129477),0.845962,2.39,2.39,0.22826091181803754
D025,BRV,FW002514-13012023,2023-01-13 21:27:53.403,SEC,2023-01-13 21:28:57.590,2023-01-13 21:30:39.857,2023-01-13 21:33:21.083,2023-01-13 21:44:01.977,Brierley Hill,D02,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.495589234933,-2.13599618727809,CHILDREN SET FIRE OUTSIDE ON THE FIELDS BACK OF THIS PROPERTY,Class 2,POINT (390863.59476645105 288638.38002102217),0.68694854,4.02,4.02,0.8188405790841773
E012,PRL,FW002515-13012023,2023-01-13 21:29:43.943,FDR,2023-01-13 21:31:25.443,2023-01-13 21:32:45.163,2023-01-13 21:35:33.620,2023-01-13 22:13:31.723,Walsall,E01,CAR FIRE,,PUMPING,Pumping,5,1,Initial Response,52.5739065475928,-2.00143223748806,OPPOSITE THE CHINESE JUST AFTER THE MAIN LIGHTS,Class 4,POINT (399999.6510747101 297341.2665938465),0.9558787,2.13,2.13,0.13405801639715154
B051,PRL,FW002525-13012023,2023-01-13 22:11:14.687,FDR,2023-01-13 22:12:39.040,2023-01-13 22:13:24.943,2023-01-13 22:16:35.833,2023-01-13 22:38:28.977,Foleshill,B05,HOUSE FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4174272088178,-1.4903101949667,MAN HAS CALLED POLICE STATING SOMEONE HAS TRIED TO SET HIS HOUSE FIRE   FIRE IS OUT ALEX KNIGHT BORN  1988,Class 3,POINT (434761.43266296823 280057.1019504048),0.805883,2.64,2.64,0.318840622275949
A025,BRV,FW002526-13012023,2023-01-13 22:10:17.470,SSC,2023-01-13 22:13:04.727,2023-01-13 22:14:14.550,2023-01-13 22:17:34.840,2023-01-13 23:11:18.737,Aston,A02,ANIMAL SMALL,,PUMPING,Pumping,3,1,Initial Response,52.502668638665,-1.87557680274125,CAT TRAPPED UNDER FLOOR BOARDS,Class 2,POINT (408542.69179158757 289424.3742494009),0.8689643,3.56,3.56,0.6521738980202534
E011,PRL,FW002527-13012023,2023-01-13 22:14:35.623,FAE,2023-01-13 22:15:41.627,2023-01-13 22:17:10.263,2023-01-13 22:19:44.060,2023-01-13 22:28:21.183,Walsall,E01,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,1,Initial Response,52.5843326932311,-1.97774438814572,CAN ALSO SMELL  SMOKE ALARM  PANEL SAYS  GROUND FLOOR  FLAT   FLAT  72  1 MAN  EVACUATED  ,Class 4,POINT (401604.6365176917 298501.2652396151),0.5922679,2.64,2.64,0.318840622275949
E021,PRL,FW002527-13012023,2023-01-13 22:14:35.623,FAE,2023-01-13 22:15:41.677,2023-01-13 22:16:33.597,2023-01-13 22:23:21.097,2023-01-13 22:23:39.193,Bloxwich,E02,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,3,Initial Response,52.5843326932311,-1.97774438814572,CAN ALSO SMELL  SMOKE ALARM  PANEL SAYS  GROUND FLOOR  FLAT   FLAT  72  1 MAN  EVACUATED  ,Class 4,POINT (401604.6365176917 298501.2652396151),0.5922679,2.64,2.64,0.318840622275949
E012,PRL,FW002527-13012023,2023-01-13 22:14:35.623,FAE,2023-01-13 22:15:41.660,2023-01-13 22:17:33.357,2023-01-13 22:17:50.170,2023-01-13 22:32:34.057,Walsall,E01,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,2,Initial Response,52.5843326932311,-1.97774438814572,CAN ALSO SMELL  SMOKE ALARM  PANEL SAYS  GROUND FLOOR  FLAT   FLAT  72  1 MAN  EVACUATED  ,Class 4,POINT (401604.6365176917 298501.2652396151),0.5922679,2.64,2.64,0.318840622275949
B015,BRV,FW002530-13012023,2023-01-13 22:22:28.590,SSC,2023-01-13 22:26:35.893,2023-01-13 22:27:07.940,2023-01-13 22:36:07.943,2023-01-13 22:56:49.310,Solihull,B01,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.4236732025301,-1.86693152167642,LOCKED OUT OF HOUSE HAS 2 YOUNG CHILDREN  11 YEARS AND 2 YEAR  COMMUNICATION BARRIER SPEAKS LITTLE ENGLISH,Class 2,POINT (409145.5765469014 280638.41457726876),0.48821893,3.32,3.32,0.5652173725253167
A065,BRV,FW002538-13012023,2023-01-13 23:29:36.207,FAE,2023-01-13 23:30:19.380,2023-01-13 23:31:01.167,2023-01-13 23:34:46.743,2023-01-14 00:00:22.703,Ward End,A06,ALARMS SLEEPING MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.4778681277223,-1.82753055177774,risk based crewing 3 WARD 21 ELDERLY BLOCK,Class 2,POINT (411810.6560555563 286672.3883611607),0.5286672,3.68,3.68,0.6956522039594935
A025,BRV,FW002541-13012023,2023-01-13 23:36:33.860,SSC,2023-01-13 23:41:34.673,2023-01-13 23:42:42.780,2023-01-13 23:45:30.800,2023-01-14 00:38:31.907,Aston,A02,ANIMAL SMALL,,PUMPING,Pumping,3,1,Initial Response,52.502668638665,-1.87557680274125,risk based crewing 3 CAT UNDER FLOOR BOARDS CALLER HAS NOW SEEN CAT AND HAS VIDEO FOOTAGE OF WHERE SHE IS IS WHERE THE FLOORBOARDS WAS STILL STUCK  ,Class 2,POINT (408542.69179158757 289424.3742494009),0.8689643,3.56,3.56,0.6521738980202534
C095,BRV,FW002544-14012023,2023-01-14 00:25:35.910,FAE,2023-01-14 00:26:52.183,2023-01-14 00:29:14.240,2023-01-14 00:31:56.637,2023-01-14 00:47:24.303,Hay Mills,C09,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,2,1,Initial Response,52.4610875519953,-1.80665259043669,SHARED HOUSE  ALARM ACTUATING DUE TO COOKING  NO SIGNS OF SMOKE OR FIRE NOW,Class 1,POINT (413233.6208425579 284809.3790088753),0.44424075,3.13,3.13,0.49637685822879707
B055,BRV,FW002547-14012023,2023-01-14 01:33:22.353,FAE,2023-01-14 01:34:52.440,2023-01-14 01:36:34.047,2023-01-14 01:45:24.597,2023-01-14 01:57:05.347,Foleshill,B05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.4074636157098,-1.52648426121934,"RBC3  POLICE REQUEST FIRE TO SILENCE ALARM PANEL AT HMO PREMISES police English word log - to log something, make a log of something: 129",Class 2,POINT (432308.3993815768 278932.1865097161),0.7209958,2.64,2.64,0.318840622275949
D021,PRL,FW002549-14012023,2023-01-14 01:46:04.610,SSC,2023-01-14 01:48:26.067,2023-01-14 01:50:09.923,2023-01-14 01:53:28.947,2023-01-14 03:40:01.077,Brierley Hill,D02,LOCK IN/OUT,,PUMPING,Pumping,5,1,Initial Response,52.4739304069339,-2.13774009687852,HOMELESS MAN LIVING IN CAR  2 DOGS LOCKED IN CAR  MALE IS SUFFERING FROM CHRONIC COPD AND ASTHMA - DISTRESSED  ON THE CAR PARK OF THE WELLINGTON PH  VOLVO ESTATE WITH ROOF BOX  MALE GETTING WET,Class 4,POINT (390740.575150679 286229.414793168),0.50838214,3.85,3.85,0.7572463483300635
A025,BRV,FW002551-14012023,2023-01-14 02:28:01.093,FAE,2023-01-14 02:30:23.967,2023-01-14 02:32:03.037,2023-01-14 02:36:37.733,2023-01-14 02:48:37.863,Aston,A02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.5104668172753,-1.90970890092536,risk based crewing 3 FIRE ALARM APPROX 30 MINUTES  NO SIGN OF SMOKE OR FIRE  ,Class 2,POINT (406224.668532554 290288.3369122499),0.80882055,4.38,4.38,0.9492754105183538
A071,PRL,FW002552-14012023,2023-01-14 03:11:30.910,FAE,2023-01-14 03:13:32.247,2023-01-14 03:14:55.230,2023-01-14 03:20:54.617,2023-01-14 03:48:40.987,Handsworth,A07,SMOKE DETECTOR,,PUMPING,Pumping,5,1,Initial Response,52.5094570113064,-1.93232756890315,SMOKE DETECTOR ON THE LANDING KEEPS BLEEPING FOR THE PAST HOUR AND A HALF OWNER KEEPS TURNING IT OFF BUT IT STARTS AGAIN  SHE HAS TAKEN IT OFF THE CEILING AND THE EXPIRY DATE IS NOT UNTIL 2028 NO SIGNS OF SMOKE OR FIRE,Class 4,POINT (404689.63358057465 290174.326373831),0.7366102,3.75,3.75,0.7210144987003164
C071,PRL,FW002553-14012023,2023-01-14 03:14:57.523,FDR,2023-01-14 03:17:20.080,2023-01-14 03:18:14.703,2023-01-14 03:22:37.130,2023-01-14 04:31:39.267,Ladywood,C07,HOUSE FIRE PR,,PUMPING,Pumping,5,2,Initial Response,52.4802794646206,-1.96074569138452,CALLER LIVES AT NUMBER 90 AND CAN SEE SMOKE COMING FROM THE FRONT OF THE HOUSE OCCUPIER SLEEPS DOWNSTAIRS  HOUSE IS A HMO,Class 4,POINT (402762.6019442058 286927.33231494145),0.75852597,3.95,3.95,0.7934782843433541
C041,PRL,FW002553-14012023,2023-01-14 03:14:57.523,FDR,2023-01-14 03:17:20.097,2023-01-14 03:18:24.907,2023-01-14 03:25:55.100,2023-01-14 03:37:33.937,Bournbrook,C04,HOUSE FIRE PR,,PUMPING,Pumping,5,3,Initial Response,52.4802794646206,-1.96074569138452,CALLER LIVES AT NUMBER 90 AND CAN SEE SMOKE COMING FROM THE FRONT OF THE HOUSE OCCUPIER SLEEPS DOWNSTAIRS  HOUSE IS A HMO,Class 4,POINT (402762.6019442058 286927.33231494145),0.75852597,3.95,3.95,0.7934782843433541
C031,PRL,FW002553-14012023,2023-01-14 03:14:57.523,FDR,2023-01-14 03:17:20.067,2023-01-14 03:19:39.773,,2023-01-14 03:26:35.123,Smethwick,C03,HOUSE FIRE PR,,PUMPING,Pumping,5,1,Initial Response,52.4802794646206,-1.96074569138452,CALLER LIVES AT NUMBER 90 AND CAN SEE SMOKE COMING FROM THE FRONT OF THE HOUSE OCCUPIER SLEEPS DOWNSTAIRS  HOUSE IS A HMO,Class 4,POINT (402762.6019442058 286927.33231494145),0.75852597,3.95,3.95,0.7934782843433541
E065,BRV,FW002554-14012023,2023-01-14 03:29:12.437,RTC,2023-01-14 03:31:34.257,2023-01-14 03:33:43.007,2023-01-14 03:38:14.217,2023-01-14 03:44:54.097,Fallings Park,E06,RTC,,PUMPING,Pumping,3,1,Initial Response,52.6141422339485,-2.14039588493399,"*RBC3* CAR V WALL   AIRBAGS DEPLOYED  WOMAN IS UNDER ARREST   POLICE IN ATTENDANCE   POLICE English word log - to log something, make a log of something 324",Class 2,POINT (390590.6405270028 301826.27898765594),0.51500845,3.85,3.85,0.7572463483300635
C065,BRV,FW002556-14012023,2023-01-14 04:16:44.230,SSC,2023-01-14 04:17:31.180,2023-01-14 04:19:05.237,2023-01-14 04:24:11.433,2023-01-14 05:15:11.140,Northfield,C06,ASSIST AMBULANCE,,PUMPING,Pumping,3,1,Initial Response,52.4204889813494,-1.96748889539932,"*callsign for Northfield's brv RBC3* ambulance UNABLE TO GAIN ACCESS ambulance English word log - to log something, make a log of something  111",Class 2,POINT (402307.572763478 280276.3492813125),0.6973861,4.1,4.1,0.8478260587879749
E012,PRL,FW002557-14012023,2023-01-14 04:57:57.357,RTC,2023-01-14 04:59:21.017,2023-01-14 05:01:33.057,2023-01-14 05:03:55.933,2023-01-14 05:26:50.330,Walsall,E01,RTC,,PUMPING,Pumping,5,1,Initial Response,52.5842155746681,-1.97643089609527,CAR V BOLLARD  CAR SLIPPED ON FLUID IN THE ROAD   DACIA DUSTER  - WHITE,Class 4,POINT (401693.63530319225 298488.26575841097),0.5922679,2.64,2.64,0.318840622275949
E051,PRL,FW002558-14012023,2023-01-14 04:57:01.927,RTC,2023-01-14 05:00:56.833,2023-01-14 05:03:53.600,2023-01-14 05:05:12.000,2023-01-14 05:40:26.400,Wolverhampton,E05,RTC PR,PUMPING,PUMPING,Pumping,4,1,Initial Response,52.5696854034758,-2.14231918146316,JN PENN ROAD AT THE CROSS ROADS 2 CAR road traffic Collison 1 CAR ROLLED OVER SMOKE ISSUING FROM CAR 1 PERSON TRAPPED  AMBULANCE EN ROUTE,Class 3,POINT (390450.58637322095 296881.31987382116),0.5858099,3.73,3.73,0.7137681287743669
E071,PRL,FW002558-14012023,2023-01-14 04:57:01.927,RTC,2023-01-14 05:01:18.857,2023-01-14 05:02:17.627,2023-01-14 05:07:14.293,2023-01-14 05:24:02.587,Bilston,E07,RTC PR,,PUMPING,Pumping,5,3,Initial Response,52.5696854034758,-2.14231918146316,JN PENN ROAD AT THE CROSS ROADS 2 CAR road traffic Collison 1 CAR ROLLED OVER SMOKE ISSUING FROM CAR 1 PERSON TRAPPED  AMBULANCE EN ROUTE,Class 4,POINT (390450.58637322095 296881.31987382116),0.5858099,3.73,3.73,0.7137681287743669
E055,BRV,FW002558-14012023,2023-01-14 04:57:01.927,RTC,2023-01-14 05:00:56.850,2023-01-14 05:03:01.187,2023-01-14 05:05:09.987,2023-01-14 05:35:50.530,Wolverhampton,E05,RTC PR,,PUMPING,Pumping,3,2,Initial Response,52.5696854034758,-2.14231918146316,JN PENN ROAD AT THE CROSS ROADS 2 CAR road traffic Collison 1 CAR ROLLED OVER SMOKE ISSUING FROM CAR 1 PERSON TRAPPED  AMBULANCE EN ROUTE,Class 2,POINT (390450.58637322095 296881.31987382116),0.5858099,3.73,3.73,0.7137681287743669
C071,PRL,FW002565-14012023,2023-01-14 07:50:40.523,FDR,2023-01-14 07:51:42.730,2023-01-14 07:52:42.890,2023-01-14 07:56:42.737,2023-01-14 08:55:47.323,Ladywood,C07,HOUSE FIRE PR,,PUMPING,Pumping,5,2,Initial Response,52.4802794646206,-1.96074569138452,OLD MAN INSIDE HOUSE,Class 4,POINT (402762.6019442058 286927.33231494145),0.75852597,3.95,3.95,0.7934782843433541
A071,PRL,FW002565-14012023,2023-01-14 07:50:40.523,FDR,2023-01-14 07:51:42.747,2023-01-14 07:52:15.673,2023-01-14 07:58:43.127,2023-01-14 08:12:51.583,Handsworth,A07,HOUSE FIRE PR,,PUMPING,Pumping,5,3,Initial Response,52.4802794646206,-1.96074569138452,OLD MAN INSIDE HOUSE,Class 4,POINT (402762.6019442058 286927.33231494145),0.75852597,3.95,3.95,0.7934782843433541
